age,income,employment_type,tenure_months,product_type,loan_amount,tenor,purpose,existing_debt,dbr,ltv,credit_score,ecib_status,dependents,default
30.1,47363.67,Self-Employed,58,Personal Loan,323769.74,33,Wedding,72562.01,0.3348,0.0,10.65,Negative,2,1
33.5,80035.94,Self-Employed,37,Home Finance,2315120.5,161,Other,465172.67,0.664,0.7287,59.28,Negative,1,1
31.6,73043.98,Salaried,33,Home Finance,1822863.22,199,Medical,64177.72,0.1986,0.8999,59.56,Good,2,0
66.2,25000.0,Salaried,9,Personal Loan,76913.71,58,Business Expansion,48651.87,0.2152,0.0,6.33,Average,2,1
47.1,59857.38,Self-Employed,35,Personal Loan,321861.88,15,Education,79972.84,0.4698,0.0,49.13,Average,0,1
21.6,242234.45,Self-Employed,29,Personal Loan,1018098.5,12,Medical,231999.9,0.4301,0.0,32.69,Average,3,1
36.1,97198.18,Self-Employed,25,Auto Finance,1202278.66,57,Medical,317370.72,0.4891,0.7326,74.5,Good,1,1
50.5,204055.26,Self-Employed,33,Personal Loan,2613471.11,56,Other,236601.35,0.3253,0.0,18.79,Negative,1,1
42.4,134824.31,Self-Employed,108,Personal Loan,741946.32,26,Wedding,124496.69,0.2886,0.0,8.05,Negative,2,1
36.1,252881.85,Salaried,22,Personal Loan,3447546.74,54,Business Expansion,185278.72,0.3135,0.0,19.44,Average,1,1
43.6,344125.53,Salaried,38,Personal Loan,1730518.27,28,Vehicle Purchase,1193028.94,0.4685,0.0,75.13,Good,2,0
32.4,196175.27,Salaried,45,Auto Finance,3507472.28,57,Business Expansion,709988.31,0.6153,0.8071,46.48,Average,0,0
45.9,144742.11,Salaried,24,Personal Loan,2108295.86,18,Vehicle Purchase,587494.1,1.1475,0.0,51.11,Good,2,1
38.2,152870.36,Salaried,19,Auto Finance,1624181.29,27,Other,194757.42,0.4997,0.6866,68.97,Good,0,0
26.0,85621.13,Salaried,77,Personal Loan,1055662.76,44,Business Expansion,89720.93,0.3675,0.0,53.23,Good,0,0
43.7,261271.63,Salaried,109,Personal Loan,2667829.97,28,Other,1352878.66,0.7962,0.0,25.55,Good,4,1
53.6,297527.24,Salaried,34,Personal Loan,1348778.99,33,Medical,1300987.93,0.5018,0.0,53.28,Good,1,1
39.7,62560.31,Salaried,47,Home Finance,1123299.49,120,Wedding,121139.25,0.311,0.8163,2.76,Average,5,1
32.8,25000.0,Salaried,38,Personal Loan,342395.46,34,Wedding,49041.15,0.5663,0.0,44.09,Average,1,1
41.9,56945.13,Salaried,48,Auto Finance,970439.87,76,Medical,339854.52,0.7216,0.6778,88.58,Good,1,0
29.1,64018.52,Salaried,10,Personal Loan,784748.27,43,Other,40517.36,0.3378,0.0,49.05,Average,2,0
40.3,51261.84,Salaried,64,Home Finance,1806882.87,224,Medical,274856.3,0.6042,0.6724,99.88,Good,3,0
31.8,166482.49,Business,57,Personal Loan,1238678.74,38,Education,120314.24,0.256,0.0,63.93,Good,0,0
40.2,46610.56,Self-Employed,40,Personal Loan,338240.83,31,Wedding,126432.05,0.4601,0.0,65.01,Good,2,0
57.0,69554.22,Salaried,28,Auto Finance,649254.24,76,Debt Consolidation,52926.88,0.1862,0.7675,22.03,Negative,0,1
32.1,179426.9,Salaried,46,Home Finance,5114917.8,134,Vehicle Purchase,638154.33,0.5091,0.6945,26.36,Average,2,1
34.1,30163.86,Salaried,26,Business Loan,518694.14,45,Wedding,170283.45,0.8526,0.0,26.25,Good,0,1
25.9,92890.16,Salaried,29,Business Loan,2177811.18,63,Education,438028.37,0.7651,0.0,41.96,Good,0,1
21.0,166399.93,Salaried,34,Home Finance,6263038.99,270,Wedding,819174.47,0.5496,0.8979,42.36,Average,4,1
34.8,101831.05,Salaried,55,Auto Finance,1513137.23,35,Other,503974.33,0.837,0.8863,59.3,Good,2,1
27.7,160834.12,Salaried,70,Home Finance,3500635.09,154,Wedding,487999.76,0.3942,0.6686,17.22,Negative,3,1
34.0,348782.52,Salaried,56,Home Finance,7818069.08,133,Business Expansion,2059277.96,0.6606,0.8889,88.82,Average,0,0
49.6,47908.04,Salaried,36,Personal Loan,519115.96,39,Business Expansion,50901.98,0.3664,0.0,28.7,Average,2,1
33.0,143264.6,Salaried,71,Business Loan,1641052.84,42,Debt Consolidation,556546.81,0.5965,0.0,76.37,Good,3,0
36.0,101086.96,Salaried,26,Personal Loan,936329.32,15,Medical,36159.21,0.6473,0.0,69.9,Good,1,0
47.9,55304.03,Salaried,94,Business Loan,1525950.54,109,Debt Consolidation,135744.35,0.4577,0.0,40.6,Average,3,0
24.7,139203.56,Salaried,28,Personal Loan,1585817.2,27,Education,473897.04,0.7056,0.0,90.73,Good,1,1
46.6,292350.57,Salaried,13,Personal Loan,2617961.56,25,Medical,160165.08,0.4038,0.0,33.66,Negative,1,1
27.3,225701.92,Salaried,61,Personal Loan,1006708.12,40,Other,808390.09,0.41,0.0,80.04,Good,2,0
22.4,67669.36,Salaried,24,Auto Finance,887686.43,60,Other,71997.44,0.3073,0.8669,90.02,Good,0,0
21.0,239921.07,Self-Employed,18,Personal Loan,2324561.56,45,Education,812743.14,0.4976,0.0,88.77,Good,2,0
25.6,83618.37,Salaried,52,Home Finance,2299626.89,241,Home Purchase,457422.18,0.57,0.6621,53.82,Good,2,0
48.4,83320.87,Salaried,30,Personal Loan,1215027.9,32,Business Expansion,103393.48,0.5591,0.0,40.93,Average,2,0
27.2,59875.52,Self-Employed,26,Personal Loan,719425.16,55,Wedding,51431.16,0.29,0.0,87.45,Negative,2,0
40.2,62608.55,Salaried,62,Home Finance,1367524.79,284,Home Purchase,354999.51,0.5494,0.8548,47.52,Average,1,1
39.0,123501.57,Salaried,48,Personal Loan,1352066.13,48,Other,645605.66,0.6637,0.0,57.41,Good,2,0
55.7,219466.05,Salaried,38,Home Finance,7004503.81,234,Wedding,948598.97,0.4966,0.8033,46.13,Good,2,0
37.5,205031.07,Salaried,71,Auto Finance,1917263.12,48,Medical,401173.46,0.3579,0.6713,60.19,Average,3,0
36.9,106781.09,Salaried,44,Personal Loan,913098.15,13,Other,325313.6,0.9117,0.0,29.48,Average,0,1
21.0,38868.65,Salaried,99,Personal Loan,499191.63,43,Debt Consolidation,32034.39,0.3674,0.0,31.61,Good,2,0
51.4,30728.9,Salaried,59,Home Finance,1039288.67,251,Debt Consolidation,133491.71,0.4968,0.9286,34.17,Average,1,1
70.0,69455.63,Salaried,48,Personal Loan,253232.88,21,Other,260318.58,0.4859,0.0,13.57,Average,5,1
45.8,32362.76,Salaried,48,Home Finance,701523.45,216,Debt Consolidation,1355.79,0.1038,0.771,24.57,Negative,1,1
41.0,61746.83,Salaried,24,Auto Finance,709862.1,49,Medical,162510.55,0.4539,0.9432,90.81,Good,2,0
51.5,48075.0,Self-Employed,45,Personal Loan,156200.32,48,Debt Consolidation,236889.63,0.4783,0.0,32.72,Good,1,1
43.3,253196.17,Business,41,Home Finance,9420108.93,155,Wedding,765222.22,0.4919,0.9135,91.41,Good,2,0
43.7,181913.62,Salaried,23,Home Finance,3731543.13,153,Wedding,299053.01,0.2711,0.9367,77.33,Negative,0,1
42.1,77657.28,Business,46,Home Finance,1829976.46,232,Wedding,295064.98,0.4182,0.7851,56.1,Good,4,0
51.7,126856.99,Self-Employed,12,Business Loan,2937412.75,72,Business Expansion,457404.83,0.6221,0.0,77.69,Good,0,1
41.8,72056.27,Salaried,53,Personal Loan,807494.32,13,Wedding,248933.87,1.1499,0.0,90.39,Good,0,1
21.0,112772.76,Salaried,55,Personal Loan,1437617.47,28,Debt Consolidation,109408.45,0.5361,0.0,72.2,Good,3,0
32.8,51102.0,Self-Employed,13,Business Loan,1265211.82,76,Vehicle Purchase,16714.01,0.353,0.0,47.47,Average,1,0
24.9,167264.12,Salaried,30,Auto Finance,1938722.3,49,Other,343074.48,0.4075,0.7801,77.71,Good,5,0
43.5,268724.43,Salaried,21,Personal Loan,2853028.4,20,Debt Consolidation,353307.16,0.6404,0.0,17.89,Negative,0,1
38.9,55248.63,Salaried,78,Business Loan,1144347.81,78,Medical,148086.16,0.4889,0.0,6.18,Negative,0,1
43.5,155066.51,Self-Employed,17,Personal Loan,1820077.21,40,Business Expansion,652084.78,0.6439,0.0,79.64,Good,3,1
42.3,189218.51,Salaried,46,Personal Loan,2500876.21,16,Wedding,962230.18,1.2498,0.0,12.91,Negative,3,1
21.8,93361.42,Salaried,34,Auto Finance,1234681.99,81,Medical,389985.09,0.5114,0.7079,15.97,Average,0,1
37.1,224704.06,Salaried,54,Home Finance,6643859.38,142,Business Expansion,1027632.85,0.5893,0.8275,20.0,Average,2,1
27.7,42303.43,Self-Employed,42,Personal Loan,348366.71,43,Medical,190353.67,0.5665,0.0,69.79,Negative,2,1
39.8,107527.54,Salaried,43,Personal Loan,1190660.19,28,Medical,396251.62,0.7026,0.0,14.5,Negative,0,1
31.9,73646.78,Salaried,57,Home Finance,1218755.73,223,Vehicle Purchase,349941.05,0.4702,0.7707,43.4,Average,2,1
57.0,41405.21,Self-Employed,80,Auto Finance,770869.54,37,Wedding,190446.39,0.8865,0.9399,95.28,Good,1,1
22.5,49479.2,Self-Employed,3,Personal Loan,697444.1,14,Other,51036.58,1.0928,0.0,35.76,Negative,1,1
41.2,76925.07,Business,45,Auto Finance,625140.29,47,Home Purchase,265698.53,0.4607,0.6878,56.82,Good,4,0
58.1,156094.77,Salaried,74,Home Finance,4191761.05,160,Home Purchase,884316.39,0.6399,0.9487,38.84,Average,1,0
42.8,128327.22,Salaried,4,Auto Finance,1212558.69,82,Home Purchase,578568.38,0.4909,0.9324,77.72,Good,1,0
39.7,141109.93,Self-Employed,27,Personal Loan,902141.98,26,Business Expansion,777675.14,0.7052,0.0,10.16,Negative,1,1
43.5,146951.75,Salaried,16,Personal Loan,675997.66,23,Business Expansion,201322.06,0.3142,0.0,9.0,Negative,0,1
48.5,68556.41,Salaried,36,Personal Loan,697472.09,43,Medical,31871.73,0.2753,0.0,50.49,Average,1,0
57.9,101891.65,Salaried,75,Personal Loan,961232.07,46,Vehicle Purchase,279318.49,0.4335,0.0,43.51,Good,1,0
38.6,62349.69,Salaried,39,Home Finance,1253220.4,268,Education,23270.81,0.1061,0.8968,44.06,Average,3,0
35.6,65993.65,Self-Employed,39,Personal Loan,554533.8,24,Vehicle Purchase,389512.32,0.842,0.0,2.9,Average,1,1
35.5,93088.09,Salaried,18,Personal Loan,1154480.15,12,Medical,340426.43,1.3383,0.0,57.72,Good,1,0
37.2,242197.05,Business,41,Personal Loan,2099117.51,27,Debt Consolidation,405449.92,0.4605,0.0,64.96,Negative,1,1
30.4,132778.6,Salaried,3,Personal Loan,881468.97,58,Wedding,313019.71,0.3109,0.0,42.15,Average,4,0
61.1,121750.76,Self-Employed,51,Personal Loan,1654761.48,16,Business Expansion,714036.46,1.3382,0.0,82.44,Good,1,0
34.1,116535.23,Salaried,40,Home Finance,2244650.64,189,Wedding,20238.2,0.1164,0.7219,10.08,Negative,2,1
28.2,157231.01,Salaried,29,Home Finance,2671374.79,247,Vehicle Purchase,131555.41,0.1385,0.8208,85.41,Good,1,0
32.4,179616.49,Salaried,33,Business Loan,2685739.43,49,Business Expansion,902518.54,0.7239,0.0,61.12,Average,0,1
34.3,76236.53,Salaried,33,Personal Loan,1096452.37,46,Home Purchase,141557.31,0.4674,0.0,79.39,Good,2,0
40.9,155741.62,Salaried,90,Personal Loan,1581355.55,47,Medical,369498.5,0.4137,0.0,93.52,Good,2,0
37.6,62274.2,Salaried,54,Auto Finance,700815.57,69,Other,263057.96,0.5151,0.7152,43.68,Good,2,1
33.8,49895.83,Salaried,21,Home Finance,1802317.36,184,Debt Consolidation,54745.07,0.2877,0.7197,64.75,Good,1,0
24.8,89202.47,Self-Employed,74,Personal Loan,729187.89,39,Vehicle Purchase,253924.6,0.4468,0.0,50.28,Good,2,0
68.0,95949.53,Salaried,12,Auto Finance,1139277.59,39,Debt Consolidation,318924.42,0.5814,0.7394,35.72,Average,1,0
26.4,332286.88,Salaried,93,Home Finance,7076105.33,268,Medical,162383.04,0.1202,0.7805,49.09,Negative,2,1
38.0,25000.0,Salaried,113,Home Finance,892616.17,232,Vehicle Purchase,47361.51,0.3118,0.8365,13.35,Average,0,1
43.6,25000.0,Salaried,34,Home Finance,751808.05,237,Medical,104503.35,0.4752,0.8676,99.11,Good,0,0
23.1,219307.25,Salaried,81,Business Loan,6192441.07,59,Vehicle Purchase,279832.92,0.5849,0.0,1.93,Negative,5,1
35.6,136083.93,Business,55,Personal Loan,501487.26,28,Wedding,535226.24,0.4594,0.0,17.93,Average,2,1
46.7,179417.14,Salaried,54,Home Finance,6625518.06,163,Education,723044.13,0.5624,0.7502,52.09,Negative,3,1
58.9,157736.7,Self-Employed,57,Personal Loan,2267236.83,31,Education,16560.66,0.4724,0.0,17.18,Average,1,1
42.7,154545.48,Salaried,84,Auto Finance,1618181.42,45,Vehicle Purchase,643400.5,0.5796,0.7417,86.69,Negative,1,1
21.0,173720.29,Self-Employed,45,Auto Finance,2426307.91,81,Business Expansion,667552.11,0.4927,0.7442,66.17,Good,0,0
31.4,71659.93,Salaried,26,Personal Loan,339014.56,48,Business Expansion,95572.61,0.2097,0.0,22.61,Negative,2,1
48.6,97882.94,Business,11,Personal Loan,1406342.95,21,Wedding,99106.15,0.7685,0.0,80.85,Good,1,1
34.5,69982.19,Salaried,33,Personal Loan,878062.41,18,Medical,189945.71,0.9232,0.0,94.4,Good,0,1
22.7,67621.02,Salaried,51,Personal Loan,480175.92,20,Other,273578.51,0.6922,0.0,99.5,Good,1,1
21.0,106537.86,Salaried,42,Personal Loan,879276.17,26,Debt Consolidation,62864.74,0.3666,0.0,62.92,Good,1,0
33.5,142534.54,Salaried,29,Home Finance,4563103.03,173,Home Purchase,124942.84,0.2581,0.8969,19.57,Negative,1,1
25.9,85257.51,Self-Employed,51,Personal Loan,527066.07,43,Business Expansion,121132.63,0.2622,0.0,23.1,Average,2,1
21.0,105601.59,Self-Employed,25,Personal Loan,847679.88,36,Vehicle Purchase,105520.39,0.3062,0.0,93.73,Average,0,1
28.3,111935.94,Business,20,Home Finance,2926807.63,247,Other,660691.85,0.5977,0.7582,82.5,Average,1,1
49.6,122703.42,Salaried,65,Auto Finance,1347966.42,78,Home Purchase,106245.49,0.213,0.6781,26.21,Average,0,0
35.0,102816.7,Salaried,86,Personal Loan,333092.72,40,Medical,323967.55,0.3436,0.0,22.52,Average,0,0
31.9,49362.51,Salaried,30,Personal Loan,490595.28,40,Wedding,256787.22,0.682,0.0,80.68,Good,0,0
21.0,25000.0,Salaried,99,Personal Loan,132694.73,34,Education,37551.04,0.2813,0.0,81.21,Good,4,0
33.3,44707.02,Salaried,35,Personal Loan,591810.9,56,Home Purchase,112372.97,0.4458,0.0,32.95,Good,1,0
43.8,52414.33,Salaried,67,Auto Finance,980652.76,28,Home Purchase,7758.36,0.6805,0.7721,16.0,Good,3,1
46.8,87352.43,Salaried,58,Personal Loan,543880.94,59,Wedding,432625.08,0.5183,0.0,4.79,Average,1,1
26.1,41476.27,Self-Employed,31,Personal Loan,508583.42,35,Education,167319.01,0.6865,0.0,76.95,Average,1,1
52.9,30144.49,Business,72,Personal Loan,445967.27,37,Vehicle Purchase,25875.18,0.4714,0.0,17.01,Good,2,1
37.0,25000.0,Salaried,40,Personal Loan,119814.49,43,Vehicle Purchase,128991.11,0.5414,0.0,18.23,Negative,3,1
62.0,117443.44,Business,21,Auto Finance,2160655.42,55,Business Expansion,384919.18,0.6076,0.6768,59.86,Good,0,1
45.0,79052.28,Salaried,28,Personal Loan,985542.17,23,Wedding,130039.75,0.6791,0.0,56.71,Good,1,1
41.5,77096.88,Salaried,10,Home Finance,2276904.09,134,Education,433051.49,0.6885,0.8041,83.75,Good,2,1
41.3,117587.52,Salaried,37,Personal Loan,1473073.1,35,Business Expansion,393288.61,0.6366,0.0,92.06,Average,1,0
21.0,147079.15,Self-Employed,19,Personal Loan,968062.75,44,Vehicle Purchase,333000.55,0.3383,0.0,38.52,Average,1,0
37.3,80676.05,Self-Employed,61,Auto Finance,696020.43,75,Medical,330768.42,0.4567,0.7051,80.01,Average,1,0
21.0,74573.67,Salaried,32,Auto Finance,884324.12,26,Medical,120694.11,0.591,0.8607,99.62,Average,1,1
45.1,143177.91,Salaried,23,Personal Loan,1728976.53,37,Home Purchase,269298.2,0.4831,0.0,52.34,Good,0,0
32.4,28777.12,Business,129,Personal Loan,347583.57,16,Medical,84151.46,0.9986,0.0,63.12,Good,1,1
48.4,174431.58,Salaried,33,Personal Loan,1302600.13,24,Medical,471032.43,0.5362,0.0,17.0,Average,1,1
41.2,52602.77,Self-Employed,30,Home Finance,1540838.94,179,Wedding,187317.34,0.4604,0.713,29.1,Negative,2,1
43.3,61123.25,Salaried,22,Home Finance,1236685.45,133,Business Expansion,465.05,0.1528,0.9182,39.19,Average,2,0
43.7,150979.4,Self-Employed,48,Business Loan,1826354.75,40,Other,332050.07,0.4857,0.0,35.3,Average,1,1
41.2,60227.18,Salaried,82,Auto Finance,607932.06,46,Business Expansion,57514.22,0.299,0.7562,43.67,Average,0,0
21.0,98848.46,Salaried,100,Personal Loan,309061.54,16,Debt Consolidation,275081.32,0.4273,0.0,10.12,Negative,1,1
49.6,130981.52,Salaried,40,Personal Loan,869296.7,42,Medical,527225.4,0.4935,0.0,80.85,Good,5,0
52.8,63712.42,Salaried,40,Personal Loan,269500.74,37,Home Purchase,172870.32,0.3404,0.0,11.68,Good,3,1
26.7,193212.7,Self-Employed,24,Personal Loan,1607052.1,30,Other,420661.71,0.4587,0.0,59.7,Good,2,0
21.0,116295.49,Salaried,15,Auto Finance,1918066.05,45,Business Expansion,250796.23,0.5462,0.6744,28.52,Average,1,1
41.8,287642.17,Salaried,63,Personal Loan,2453169.52,25,Other,181593.49,0.3938,0.0,87.24,Good,3,0
27.8,83069.86,Salaried,88,Business Loan,1347716.59,34,Debt Consolidation,232126.54,0.71,0.0,14.09,Negative,1,1
53.5,99578.88,Self-Employed,53,Personal Loan,345838.56,47,Wedding,566267.02,0.5478,0.0,3.19,Negative,4,1
35.7,154093.83,Salaried,28,Auto Finance,2404641.79,32,Business Expansion,256927.85,0.6266,0.7995,45.42,Good,2,0
23.4,50366.52,Salaried,67,Personal Loan,407844.4,30,Debt Consolidation,222192.26,0.6375,0.0,74.43,Good,0,0
33.3,57898.91,Self-Employed,44,Home Finance,1581937.51,152,Wedding,326994.13,0.6504,0.9145,57.11,Good,1,1
21.0,112746.36,Salaried,68,Personal Loan,424289.05,38,Home Purchase,33548.93,0.1238,0.0,0.99,Negative,1,1
65.9,153679.99,Business,19,Home Finance,5948178.25,207,Other,51046.18,0.2147,0.8114,28.02,Average,6,1
25.1,103636.98,Salaried,129,Personal Loan,921950.99,57,Other,520296.84,0.5744,0.0,8.31,Negative,1,1
34.0,175538.63,Salaried,36,Auto Finance,3432744.98,60,Wedding,499709.17,0.5632,0.653,24.23,Average,3,1
42.7,129592.65,Salaried,56,Business Loan,1699458.77,36,Vehicle Purchase,366772.15,0.6001,0.0,88.67,Good,2,0
32.6,77660.83,Salaried,54,Personal Loan,1095286.22,53,Vehicle Purchase,413903.71,0.7102,0.0,51.24,Average,2,1
39.4,59725.79,Salaried,35,Auto Finance,897550.33,24,Home Purchase,9279.98,0.6391,0.7356,30.06,Average,3,1
24.4,132526.08,Salaried,29,Personal Loan,1586357.79,38,Debt Consolidation,62427.63,0.3543,0.0,67.73,Good,2,0
33.6,112227.72,Self-Employed,23,Personal Loan,1401293.6,33,Other,468070.26,0.7259,0.0,46.9,Average,1,1
21.0,91795.92,Salaried,66,Personal Loan,848342.84,34,Home Purchase,71085.91,0.3363,0.0,62.78,Good,2,0
41.5,72823.56,Salaried,40,Personal Loan,573587.26,35,Home Purchase,335208.62,0.6086,0.0,75.0,Negative,2,0
21.0,155375.12,Business,42,Personal Loan,1602891.54,24,Home Purchase,419330.11,0.6547,0.0,92.79,Good,2,0
41.7,146775.82,Self-Employed,20,Personal Loan,882754.41,27,Home Purchase,642363.3,0.5875,0.0,42.57,Good,2,1
31.5,89615.29,Self-Employed,58,Auto Finance,1656066.33,26,Business Expansion,70819.13,0.7766,0.9076,38.86,Average,2,1
51.4,51232.81,Salaried,13,Personal Loan,639466.26,22,Wedding,87161.77,0.7091,0.0,46.88,Average,1,1
22.8,189982.92,Self-Employed,33,Personal Loan,1088196.49,28,Debt Consolidation,264545.8,0.3206,0.0,93.83,Good,1,0
28.9,54871.84,Self-Employed,107,Personal Loan,223680.16,58,Medical,156089.11,0.3073,0.0,0.33,Negative,0,1
21.0,58825.19,Self-Employed,55,Personal Loan,715962.47,49,Vehicle Purchase,304188.74,0.6793,0.0,64.81,Good,0,0
21.0,64965.69,Salaried,28,Personal Loan,847305.94,39,Wedding,181334.34,0.567,0.0,17.95,Average,0,1
34.9,374904.6,Salaried,95,Personal Loan,2416971.02,36,Business Expansion,1430873.56,0.4971,0.0,12.89,Negative,3,1
45.4,25000.0,Salaried,56,Home Finance,906612.62,219,Education,49943.49,0.3321,0.6875,20.65,Negative,2,1
42.5,109621.94,Salaried,22,Auto Finance,1914086.14,73,Debt Consolidation,280403.03,0.4523,0.7501,57.09,Negative,0,0
24.8,94776.54,Salaried,36,Business Loan,2778412.97,35,Home Purchase,34076.99,0.8675,0.0,34.36,Good,2,1
60.2,88523.01,Salaried,55,Auto Finance,1015011.34,59,Home Purchase,88673.6,0.2778,0.6863,27.28,Negative,1,1
51.1,40705.64,Salaried,46,Business Loan,1186786.35,20,Debt Consolidation,49001.14,1.5,0.0,76.02,Good,0,1
46.8,260629.52,Salaried,28,Personal Loan,2277746.66,20,Medical,1202175.83,0.8214,0.0,56.85,Average,1,1
26.2,77829.34,Salaried,67,Personal Loan,692747.72,55,Home Purchase,53890.42,0.2195,0.0,83.53,Good,4,0
36.9,164609.22,Salaried,26,Personal Loan,608825.35,56,Education,288264.18,0.212,0.0,11.38,Good,3,1
62.0,195630.91,Salaried,97,Auto Finance,2317592.23,29,Business Expansion,186543.58,0.488,0.666,31.73,Average,2,0
24.7,89582.4,Salaried,40,Home Finance,1672984.76,247,Wedding,10815.31,0.0857,0.8758,45.64,Negative,2,1
39.0,100918.62,Salaried,54,Personal Loan,455907.01,52,Debt Consolidation,514945.01,0.5121,0.0,33.93,Negative,3,1
36.6,39733.03,Salaried,16,Auto Finance,661692.99,45,Debt Consolidation,200858.71,0.7913,0.741,46.47,Negative,0,1
28.6,61654.55,Salaried,43,Business Loan,1042726.67,79,Vehicle Purchase,244651.48,0.5448,0.0,42.9,Average,1,0
46.7,118131.21,Salaried,25,Personal Loan,1214381.51,46,Vehicle Purchase,613558.15,0.6563,0.0,2.36,Negative,5,1
25.3,79840.69,Self-Employed,58,Personal Loan,1040597.51,24,Business Expansion,73621.48,0.6199,0.0,74.31,Good,1,0
21.0,113316.6,Self-Employed,28,Personal Loan,948555.07,51,Debt Consolidation,632218.58,0.6291,0.0,47.17,Negative,1,1
62.2,113359.82,Self-Employed,47,Personal Loan,550714.72,20,Debt Consolidation,9120.56,0.2496,0.0,29.19,Average,1,0
26.0,110929.05,Salaried,70,Personal Loan,945200.89,26,Vehicle Purchase,12218.87,0.3369,0.0,86.65,Good,0,0
40.7,133395.64,Salaried,74,Personal Loan,778976.83,54,Other,257353.66,0.2689,0.0,99.87,Average,1,0
21.0,132791.52,Self-Employed,40,Personal Loan,1495340.79,19,Education,723514.87,1.0467,0.0,67.3,Good,2,1
35.2,176673.85,Salaried,36,Business Loan,2765537.12,61,Medical,558798.85,0.5202,0.0,65.18,Good,0,0
34.1,165499.63,Self-Employed,61,Auto Finance,1416152.96,61,Wedding,748535.34,0.5172,0.7157,51.62,Good,0,0
34.2,136724.61,Self-Employed,3,Auto Finance,2291322.48,48,Business Expansion,409818.17,0.5989,0.7816,51.85,Average,1,0
54.3,72533.7,Self-Employed,72,Personal Loan,1054832.88,43,Home Purchase,91622.46,0.4435,0.0,38.18,Average,2,0
21.0,219768.82,Salaried,76,Auto Finance,2223388.59,72,Wedding,346842.9,0.272,0.7174,39.28,Average,2,0
62.8,93834.38,Salaried,9,Personal Loan,1343955.86,55,Wedding,150440.85,0.394,0.0,35.16,Average,5,1
45.6,81721.7,Business,37,Personal Loan,290343.3,38,Wedding,180368.3,0.2774,0.0,20.88,Negative,3,1
45.4,169387.98,Salaried,54,Auto Finance,1698876.5,43,Debt Consolidation,929269.7,0.6904,0.7296,76.22,Good,0,1
32.8,277421.44,Salaried,55,Home Finance,4710960.03,154,Home Purchase,745631.75,0.3342,0.7837,69.42,Average,0,1
25.6,111931.33,Salaried,27,Business Loan,2594645.82,17,Education,94357.44,1.4338,0.0,37.27,Average,1,1
43.9,155272.9,Salaried,39,Business Loan,2045006.94,64,Education,900172.03,0.6889,0.0,87.06,Average,2,1
26.3,89091.33,Salaried,103,Personal Loan,1091217.67,24,Business Expansion,35496.85,0.5435,0.0,66.38,Good,2,0
60.7,89451.76,Salaried,27,Personal Loan,883953.49,22,Debt Consolidation,101108.23,0.5434,0.0,2.42,Good,2,1
